Brand Name,Name of the Product,price,Return/Exchange,Expected Delivery,Availability,Product URL
Kadence,"Kadence Frontier Series Semi Acoustic Guitar With Die Cast Keys Natural Super Combo, Capo, Bag, strap, strings and 3 picks)","5,899",7 days Replacement,"Monday, 10 June",In stock,https://www.amazon.in/Kadence-Frontier-Acoustic-Equalizer-Foldable/dp/B01I50UMPO/ref=sr_1_88?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-88
Orangewood,ORANGEWOOD OW-VICTORIA-S ACOUSTIC GUITAR,"10,559",7 days Replacement,"Wednesday, 5 June",Only 1 left in stock.,https://www.amazon.in/ORANGEWOOD-GUITARS-OW-VICTORIA-S-ACOUSTIC-GUITAR/dp/B077C2PZXV/ref=sr_1_89?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-89
Kadence,"Kadence Slowhand Mahogany Top SHM03, Premium Semi Acoustic Guitar, 38"" Size Travel Guitar, Demi-cutaway design, With padded bag and preamp","8,999",7 days Replacement,"Wednesday, 12 June",Only 1 left in stock.,https://www.amazon.in/Kadence-Slowhand-Premium-Acoustic-Mahogany/dp/B09SFXW1VL/ref=sr_1_90?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.NTu4hS4ry6mPfgr1eBqiHHsYviAIbr85Xcb16YzHPlxqMRNazmj2BESkY_0jDthorTmZr03cVyF8aZj3vf86XmdEjk44KXInrY5KjoJ-H46PGME94QLJoOUZR79XnjawSGUz8MMlooLbQPTGAw2z2MukY0_e4JzqyZX1lChkSAFzR2JGLUxa2TIBPJMZulyzXftCfBbYcF1cUDPHkrjvZl4enoFACKQYu3BueRX74WfGmd84fbGKJIgOTwUkR8wbBLdpjytSLnbPBENuKEMVZVwUwbOSxMJXBmeO5RcJx1Y.cT64gtP6gNoh7hCOIlPdK73zKpiFvk69hM-Pb5D1IDc&dib_tag=se&keywords=guitar&qid=1717413599&sprefix=%2Caps%2C212&sr=8-90
-,AmericanElm Wooden Guitar Shape for Crafts and Decoration - Laser Cut - Guitar Decor - Miniature Guitar,269,-,"Sunday, 9 June",In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDEyMTk5NTM4MTM0MTU0OjE3MTc0MTM2MDQ6c3BfYXRmX25leHQ6MzAwMDUxNDE4NzY4OTMyOjowOjo&url=%2FAmericanElm-Wooden-Guitar-Crafts-Decoration%2Fdp%2FB09BR659CK%2Fref%3Dsr_1_97_sspa%3Fcrid%3D1AK26YBQS39DZ%26dib%3DeyJ2IjoiMSJ9.3_ll4E5UiEkhFUpDusn3o5eFNHlnThHMY7uzX5mY_EIfn_fNvusHZAGTxOwL8FWl0uiMpxdg36uiu0FFUoQrDHysGM0Ie0hDm-aStOwoQLHoZBQh9CZbRkuNLG9EFskZTP5pjv4jJ_sMVZR5WFmsaA.pUPL0mH8nyOEg89IMTE36kOIJXE5VKlErrogAno5fgQ%26dib_tag%3Dse%26keywords%3Dguitar%26qid%3D1717413604%26sprefix%3D%252Caps%252C212%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
KETOSTICS,"Ketostics® Givson Venus Special Guitar Combo (BLUE) Acoustic Guitar With Cover/Bag, Rhythm String Set, Strap and 5 Plectrums","4,399",-,"Thursday, 6 June",In stock,https://www.amazon.in/Ketostics%C2%AE-Givson-Special-Acoustic-Plectrums/dp/B09P51C43J/ref=sr_1_99?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.3_ll4E5UiEkhFUpDusn3o5eFNHlnThHMY7uzX5mY_EIfn_fNvusHZAGTxOwL8FWl0uiMpxdg36uiu0FFUoQrDHysGM0Ie0hDm-aStOwoQLHoZBQh9CZbRkuNLG9EFskZTP5pjv4jJ_sMVZR5WFmsaA.pUPL0mH8nyOEg89IMTE36kOIJXE5VKlErrogAno5fgQ&dib_tag=se&keywords=guitar&qid=1717413604&sprefix=%2Caps%2C212&sr=8-99
Henrix,"Henrix 38CE 38 Inch Cutaway Electro-Acoustic Guitar With Dual Action Truss Rod, Gigbag, Picks, String Set, String Winder, Strap, Polishing Cloth & Ebook - Natural","3,999",7 days Replacement,"Thursday, 6 June",In stock,https://www.amazon.in/Henrix-Cutaway-Electro-Acoustic-Guitar-Polishing/dp/B0BJJTZPY8/ref=sr_1_102?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.3_ll4E5UiEkhFUpDusn3o5eFNHlnThHMY7uzX5mY_EIfn_fNvusHZAGTxOwL8FWl0uiMpxdg36uiu0FFUoQrDHysGM0Ie0hDm-aStOwoQLHoZBQh9CZbRkuNLG9EFskZTP5pjv4jJ_sMVZR5WFmsaA.pUPL0mH8nyOEg89IMTE36kOIJXE5VKlErrogAno5fgQ&dib_tag=se&keywords=guitar&qid=1717413604&sprefix=%2Caps%2C212&sr=8-102
Kadence,"Kadence Frontier 34inch guitar for Kids, Travel Guitar for Adult Acoustic Guitar with Set of Strings, Strap, Picks and Bag (Sunburst Guitar)","3,499",7 days Replacement,"Saturday, 8 June",In stock,https://www.amazon.in/Kadence-Professional-Guitar-Sunburst-Strings/dp/B07SXH9JKX/ref=sr_1_104?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.3_ll4E5UiEkhFUpDusn3o5eFNHlnThHMY7uzX5mY_EIfn_fNvusHZAGTxOwL8FWl0uiMpxdg36uiu0FFUoQrDHysGM0Ie0hDm-aStOwoQLHoZBQh9CZbRkuNLG9EFskZTP5pjv4jJ_sMVZR5WFmsaA.pUPL0mH8nyOEg89IMTE36kOIJXE5VKlErrogAno5fgQ&dib_tag=se&keywords=guitar&qid=1717413604&sprefix=%2Caps%2C212&sr=8-104
-,SAHAJ ENTERPRISES 4 String Acoustic Décor Guitar Children's Educational Musical Instrument Child Learning Random Brown Best Gift 24 Inch Kids Keep Tone Picks Strap Ability Beginner Sound (Guitar),850,-,"Friday, 7 June",In stock,https://www.amazon.in/ENTERPRISES-Acoustic-D%C3%A9cor-Guitar-Educational/dp/B0BZ8Q7CT6/ref=sr_1_105?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.3_ll4E5UiEkhFUpDusn3o5eFNHlnThHMY7uzX5mY_EIfn_fNvusHZAGTxOwL8FWl0uiMpxdg36uiu0FFUoQrDHysGM0Ie0hDm-aStOwoQLHoZBQh9CZbRkuNLG9EFskZTP5pjv4jJ_sMVZR5WFmsaA.pUPL0mH8nyOEg89IMTE36kOIJXE5VKlErrogAno5fgQ&dib_tag=se&keywords=guitar&qid=1717413604&sprefix=%2Caps%2C212&sr=8-105
STANDZO,"STANDZO Rosewood Yamaha F280 Acoustic Guitar, Natural With Padded Carry Bag, Belt, Picks, String and Learning Book Combo Pack","8,699",7 days Replacement,"Sunday, 9 June",Only 1 left in stock.,https://www.amazon.in/Standzo-Yamaha-F280-Acoustic-Natural/dp/B08G556DD9/ref=sr_1_106?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9.3_ll4E5UiEkhFUpDusn3o5eFNHlnThHMY7uzX5mY_EIfn_fNvusHZAGTxOwL8FWl0uiMpxdg36uiu0FFUoQrDHysGM0Ie0hDm-aStOwoQLHoZBQh9CZbRkuNLG9EFskZTP5pjv4jJ_sMVZR5WFmsaA.pUPL0mH8nyOEg89IMTE36kOIJXE5VKlErrogAno5fgQ&dib_tag=se&keywords=guitar&qid=1717413604&sprefix=%2Caps%2C212&sr=8-106
Kadence,"Kadence Acoustica A06 34"" Ash wood Electric Acoustic Guitar, Rosewood fretboard, Travel Guitar Small Size for Kids and Adult with Pickup, Inbuilt tuner (34"" Small Guitar)","5,249",7 days Replacement,"Saturday, 8 June",In stock,https://www.amazon.in/Kadence-Acoustica-Electric-Acoustic-fretboard/dp/B0CZ8RQYS1/ref=sr_1_97?crid=1AK26YBQS39DZ&dib=eyJ2IjoiMSJ9._n62gE-Ajc_Hgyn3lUMR4KnL4_mPlGSG2bA0lLYHQgFCop471OAYIN9eNWmwtBV8aFisPZ-86uP8U_kCIUEiZNO7ynYnw8phlnSzi5SDJYNKR7j62IEvs4YVQ7t6-uBhZKdOENFSL0VvTh1-8JN0EL8Rpwg3HjAt-2Uj-NaHJWHnSm5PjcoEifymaaU6mUNiw7lTs-7-nFrbt6FAuESJJy7aiaszUZcUSyA05jghJEWBnC19GkieXn6N2925QOh0ld-wBCawqgzgYIKs6wH0QSO5lZuaZrjkAb0ssZWpzo0.M2zosluLmD-Sg03zo1Q3I5kITRm3lujhC5iYkwk1Yjw&dib_tag=se&keywords=guitar&qid=1717413604&sprefix=%2Caps%2C212&sr=8-97
